"","rng_seed","sirg","siri","scr","erg","eri","age","mutation_rate","n_alignments","sequence_length","nspp","n_beast_runs"
"article_1_2_0_3_1_851.RDa",851,0.5,0.5,1,0,0,15,0.5,2,10000,1000,2
"article_1_2_0_3_1_852.RDa",852,0.5,0.5,1,0,0,15,0.5,2,10000,1000,2
"article_1_2_0_3_1_853.RDa",853,0.5,0.5,1,0,0,15,0.5,2,10000,1000,2
"article_1_2_0_3_1_854.RDa",854,0.5,0.5,1,0,0,15,0.5,2,10000,1000,2
"article_1_2_0_3_1_855.RDa",855,0.5,0.5,1,0,0,15,0.5,2,10000,1000,2
"article_1_2_0_3_1_856.RDa",856,0.5,0.5,1,0,0,15,0.5,2,10000,1000,2
"article_1_2_0_3_1_857.RDa",857,0.5,0.5,1,0,0,15,0.5,2,10000,1000,2
"article_1_2_0_3_1_858.RDa",858,0.5,0.5,1,0,0,15,0.5,2,10000,1000,2
"article_1_2_0_3_1_859.RDa",859,0.5,0.5,1,0,0,15,0.5,2,10000,1000,2
"article_1_2_1_3_0_860.RDa",860,0.5,0.5,1,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_2_1_3_0_861.RDa",861,0.5,0.5,1,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_2_1_3_0_862.RDa",862,0.5,0.5,1,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_2_1_3_0_863.RDa",863,0.5,0.5,1,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_2_1_3_0_864.RDa",864,0.5,0.5,1,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_2_1_3_0_865.RDa",865,0.5,0.5,1,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_2_1_3_0_866.RDa",866,0.5,0.5,1,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_2_1_3_0_867.RDa",867,0.5,0.5,1,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_2_1_3_0_868.RDa",868,0.5,0.5,1,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_2_1_3_0_869.RDa",869,0.5,0.5,1,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_2_1_3_0_870.RDa",870,0.5,0.5,1,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_2_1_3_0_871.RDa",871,0.5,0.5,1,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_2_1_3_0_872.RDa",872,0.5,0.5,1,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_2_1_3_0_873.RDa",873,0.5,0.5,1,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_2_1_3_0_874.RDa",874,0.5,0.5,1,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_2_1_3_0_875.RDa",875,0.5,0.5,1,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_2_1_3_0_876.RDa",876,0.5,0.5,1,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_2_1_3_0_877.RDa",877,0.5,0.5,1,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_2_1_3_0_878.RDa",878,0.5,0.5,1,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_2_1_3_0_879.RDa",879,0.5,0.5,1,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_2_1_3_1_880.RDa",880,0.5,0.5,1,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_2_1_3_1_881.RDa",881,0.5,0.5,1,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_2_1_3_1_882.RDa",882,0.5,0.5,1,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_2_1_3_1_883.RDa",883,0.5,0.5,1,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_2_1_3_1_884.RDa",884,0.5,0.5,1,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_2_1_3_1_885.RDa",885,0.5,0.5,1,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_2_1_3_1_886.RDa",886,0.5,0.5,1,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_2_1_3_1_887.RDa",887,0.5,0.5,1,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_2_1_3_1_888.RDa",888,0.5,0.5,1,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_2_1_3_1_889.RDa",889,0.5,0.5,1,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_2_1_3_1_890.RDa",890,0.5,0.5,1,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_2_1_3_1_891.RDa",891,0.5,0.5,1,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_2_1_3_1_892.RDa",892,0.5,0.5,1,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_2_1_3_1_893.RDa",893,0.5,0.5,1,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_2_1_3_1_894.RDa",894,0.5,0.5,1,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_2_1_3_1_895.RDa",895,0.5,0.5,1,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_2_1_3_1_896.RDa",896,0.5,0.5,1,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_2_1_3_1_897.RDa",897,0.5,0.5,1,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_2_1_3_1_898.RDa",898,0.5,0.5,1,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_2_1_3_1_899.RDa",899,0.5,0.5,1,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_2_2_3_0_900.RDa",900,0.5,0.5,1,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_2_2_3_0_901.RDa",901,0.5,0.5,1,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_2_2_3_0_902.RDa",902,0.5,0.5,1,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_2_2_3_0_903.RDa",903,0.5,0.5,1,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_2_2_3_0_904.RDa",904,0.5,0.5,1,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_2_2_3_0_905.RDa",905,0.5,0.5,1,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_2_2_3_0_906.RDa",906,0.5,0.5,1,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_2_2_3_0_907.RDa",907,0.5,0.5,1,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_2_2_3_0_908.RDa",908,0.5,0.5,1,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_2_2_3_0_909.RDa",909,0.5,0.5,1,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_2_2_3_0_910.RDa",910,0.5,0.5,1,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_2_2_3_0_911.RDa",911,0.5,0.5,1,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_2_2_3_0_912.RDa",912,0.5,0.5,1,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_2_2_3_0_913.RDa",913,0.5,0.5,1,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_2_2_3_0_914.RDa",914,0.5,0.5,1,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_2_2_3_0_915.RDa",915,0.5,0.5,1,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_2_2_3_0_916.RDa",916,0.5,0.5,1,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_2_2_3_0_917.RDa",917,0.5,0.5,1,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_2_2_3_0_918.RDa",918,0.5,0.5,1,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_2_2_3_0_919.RDa",919,0.5,0.5,1,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_2_2_3_1_920.RDa",920,0.5,0.5,1,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_2_2_3_1_921.RDa",921,0.5,0.5,1,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_2_2_3_1_922.RDa",922,0.5,0.5,1,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_2_2_3_1_923.RDa",923,0.5,0.5,1,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_2_2_3_1_924.RDa",924,0.5,0.5,1,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_2_2_3_1_925.RDa",925,0.5,0.5,1,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_2_2_3_1_926.RDa",926,0.5,0.5,1,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_2_2_3_1_927.RDa",927,0.5,0.5,1,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_2_2_3_1_928.RDa",928,0.5,0.5,1,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_2_2_3_1_929.RDa",929,0.5,0.5,1,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_2_2_3_1_930.RDa",930,0.5,0.5,1,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_2_2_3_1_931.RDa",931,0.5,0.5,1,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_2_2_3_1_932.RDa",932,0.5,0.5,1,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_2_2_3_1_933.RDa",933,0.5,0.5,1,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_2_2_3_1_934.RDa",934,0.5,0.5,1,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_2_2_3_1_935.RDa",935,0.5,0.5,1,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_2_2_3_1_936.RDa",936,0.5,0.5,1,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_2_2_3_1_937.RDa",937,0.5,0.5,1,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_2_2_3_1_938.RDa",938,0.5,0.5,1,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_2_2_3_1_939.RDa",939,0.5,0.5,1,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_3_0_3_0_940.RDa",940,0.5,0.5,1e+06,0,0,15,0.5,2,1000,1000,2
"article_1_3_0_3_0_941.RDa",941,0.5,0.5,1e+06,0,0,15,0.5,2,1000,1000,2
"article_1_3_0_3_0_942.RDa",942,0.5,0.5,1e+06,0,0,15,0.5,2,1000,1000,2
"article_1_3_0_3_0_943.RDa",943,0.5,0.5,1e+06,0,0,15,0.5,2,1000,1000,2
"article_1_3_0_3_0_944.RDa",944,0.5,0.5,1e+06,0,0,15,0.5,2,1000,1000,2
"article_1_3_0_3_0_945.RDa",945,0.5,0.5,1e+06,0,0,15,0.5,2,1000,1000,2
"article_1_3_0_3_0_946.RDa",946,0.5,0.5,1e+06,0,0,15,0.5,2,1000,1000,2
"article_1_3_0_3_0_947.RDa",947,0.5,0.5,1e+06,0,0,15,0.5,2,1000,1000,2
"article_1_3_0_3_0_948.RDa",948,0.5,0.5,1e+06,0,0,15,0.5,2,1000,1000,2
"article_1_3_0_3_0_949.RDa",949,0.5,0.5,1e+06,0,0,15,0.5,2,1000,1000,2
"article_1_3_0_3_0_950.RDa",950,0.5,0.5,1e+06,0,0,15,0.5,2,1000,1000,2
"article_1_3_0_3_0_951.RDa",951,0.5,0.5,1e+06,0,0,15,0.5,2,1000,1000,2
"article_1_3_0_3_0_952.RDa",952,0.5,0.5,1e+06,0,0,15,0.5,2,1000,1000,2
"article_1_3_0_3_0_953.RDa",953,0.5,0.5,1e+06,0,0,15,0.5,2,1000,1000,2
"article_1_3_0_3_0_954.RDa",954,0.5,0.5,1e+06,0,0,15,0.5,2,1000,1000,2
"article_1_3_0_3_0_955.RDa",955,0.5,0.5,1e+06,0,0,15,0.5,2,1000,1000,2
"article_1_3_0_3_0_956.RDa",956,0.5,0.5,1e+06,0,0,15,0.5,2,1000,1000,2
"article_1_3_0_3_0_957.RDa",957,0.5,0.5,1e+06,0,0,15,0.5,2,1000,1000,2
"article_1_3_0_3_0_958.RDa",958,0.5,0.5,1e+06,0,0,15,0.5,2,1000,1000,2
"article_1_3_0_3_0_959.RDa",959,0.5,0.5,1e+06,0,0,15,0.5,2,1000,1000,2
"article_1_3_0_3_1_960.RDa",960,0.5,0.5,1e+06,0,0,15,0.5,2,10000,1000,2
"article_1_3_0_3_1_961.RDa",961,0.5,0.5,1e+06,0,0,15,0.5,2,10000,1000,2
"article_1_3_0_3_1_962.RDa",962,0.5,0.5,1e+06,0,0,15,0.5,2,10000,1000,2
"article_1_3_0_3_1_963.RDa",963,0.5,0.5,1e+06,0,0,15,0.5,2,10000,1000,2
"article_1_3_0_3_1_964.RDa",964,0.5,0.5,1e+06,0,0,15,0.5,2,10000,1000,2
"article_1_3_0_3_1_965.RDa",965,0.5,0.5,1e+06,0,0,15,0.5,2,10000,1000,2
"article_1_3_0_3_1_966.RDa",966,0.5,0.5,1e+06,0,0,15,0.5,2,10000,1000,2
"article_1_3_0_3_1_967.RDa",967,0.5,0.5,1e+06,0,0,15,0.5,2,10000,1000,2
"article_1_3_0_3_1_968.RDa",968,0.5,0.5,1e+06,0,0,15,0.5,2,10000,1000,2
"article_1_3_0_3_1_969.RDa",969,0.5,0.5,1e+06,0,0,15,0.5,2,10000,1000,2
"article_1_3_0_3_1_970.RDa",970,0.5,0.5,1e+06,0,0,15,0.5,2,10000,1000,2
"article_1_3_0_3_1_971.RDa",971,0.5,0.5,1e+06,0,0,15,0.5,2,10000,1000,2
"article_1_3_0_3_1_972.RDa",972,0.5,0.5,1e+06,0,0,15,0.5,2,10000,1000,2
"article_1_3_0_3_1_973.RDa",973,0.5,0.5,1e+06,0,0,15,0.5,2,10000,1000,2
"article_1_3_0_3_1_974.RDa",974,0.5,0.5,1e+06,0,0,15,0.5,2,10000,1000,2
"article_1_3_0_3_1_975.RDa",975,0.5,0.5,1e+06,0,0,15,0.5,2,10000,1000,2
"article_1_3_0_3_1_976.RDa",976,0.5,0.5,1e+06,0,0,15,0.5,2,10000,1000,2
"article_1_3_0_3_1_977.RDa",977,0.5,0.5,1e+06,0,0,15,0.5,2,10000,1000,2
"article_1_3_0_3_1_978.RDa",978,0.5,0.5,1e+06,0,0,15,0.5,2,10000,1000,2
"article_1_3_0_3_1_979.RDa",979,0.5,0.5,1e+06,0,0,15,0.5,2,10000,1000,2
"article_1_3_1_3_0_980.RDa",980,0.5,0.5,1e+06,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_3_1_3_0_981.RDa",981,0.5,0.5,1e+06,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_3_1_3_0_982.RDa",982,0.5,0.5,1e+06,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_3_1_3_0_983.RDa",983,0.5,0.5,1e+06,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_3_1_3_0_984.RDa",984,0.5,0.5,1e+06,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_3_1_3_0_985.RDa",985,0.5,0.5,1e+06,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_3_1_3_0_986.RDa",986,0.5,0.5,1e+06,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_3_1_3_0_987.RDa",987,0.5,0.5,1e+06,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_3_1_3_0_988.RDa",988,0.5,0.5,1e+06,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_3_1_3_0_989.RDa",989,0.5,0.5,1e+06,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_3_1_3_0_990.RDa",990,0.5,0.5,1e+06,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_3_1_3_0_991.RDa",991,0.5,0.5,1e+06,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_3_1_3_0_992.RDa",992,0.5,0.5,1e+06,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_3_1_3_0_993.RDa",993,0.5,0.5,1e+06,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_3_1_3_0_994.RDa",994,0.5,0.5,1e+06,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_3_1_3_0_995.RDa",995,0.5,0.5,1e+06,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_3_1_3_0_996.RDa",996,0.5,0.5,1e+06,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_3_1_3_0_997.RDa",997,0.5,0.5,1e+06,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_3_1_3_0_998.RDa",998,0.5,0.5,1e+06,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_3_1_3_0_999.RDa",999,0.5,0.5,1e+06,0.1,0.1,15,0.5,2,1000,1000,2
"article_1_3_1_3_1_1000.RDa",1000,0.5,0.5,1e+06,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_3_1_3_1_1001.RDa",1001,0.5,0.5,1e+06,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_3_1_3_1_1002.RDa",1002,0.5,0.5,1e+06,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_3_1_3_1_1003.RDa",1003,0.5,0.5,1e+06,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_3_1_3_1_1004.RDa",1004,0.5,0.5,1e+06,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_3_1_3_1_1005.RDa",1005,0.5,0.5,1e+06,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_3_1_3_1_1006.RDa",1006,0.5,0.5,1e+06,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_3_1_3_1_1007.RDa",1007,0.5,0.5,1e+06,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_3_1_3_1_1008.RDa",1008,0.5,0.5,1e+06,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_3_1_3_1_1009.RDa",1009,0.5,0.5,1e+06,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_3_1_3_1_1010.RDa",1010,0.5,0.5,1e+06,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_3_1_3_1_1011.RDa",1011,0.5,0.5,1e+06,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_3_1_3_1_1012.RDa",1012,0.5,0.5,1e+06,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_3_1_3_1_1013.RDa",1013,0.5,0.5,1e+06,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_3_1_3_1_1014.RDa",1014,0.5,0.5,1e+06,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_3_1_3_1_1015.RDa",1015,0.5,0.5,1e+06,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_3_1_3_1_1016.RDa",1016,0.5,0.5,1e+06,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_3_1_3_1_1017.RDa",1017,0.5,0.5,1e+06,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_3_1_3_1_1018.RDa",1018,0.5,0.5,1e+06,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_3_1_3_1_1019.RDa",1019,0.5,0.5,1e+06,0.1,0.1,15,0.5,2,10000,1000,2
"article_1_3_2_3_0_1020.RDa",1020,0.5,0.5,1e+06,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_3_2_3_0_1021.RDa",1021,0.5,0.5,1e+06,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_3_2_3_0_1022.RDa",1022,0.5,0.5,1e+06,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_3_2_3_0_1023.RDa",1023,0.5,0.5,1e+06,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_3_2_3_0_1024.RDa",1024,0.5,0.5,1e+06,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_3_2_3_0_1025.RDa",1025,0.5,0.5,1e+06,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_3_2_3_0_1026.RDa",1026,0.5,0.5,1e+06,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_3_2_3_0_1027.RDa",1027,0.5,0.5,1e+06,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_3_2_3_0_1028.RDa",1028,0.5,0.5,1e+06,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_3_2_3_0_1029.RDa",1029,0.5,0.5,1e+06,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_3_2_3_0_1030.RDa",1030,0.5,0.5,1e+06,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_3_2_3_0_1031.RDa",1031,0.5,0.5,1e+06,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_3_2_3_0_1032.RDa",1032,0.5,0.5,1e+06,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_3_2_3_0_1033.RDa",1033,0.5,0.5,1e+06,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_3_2_3_0_1034.RDa",1034,0.5,0.5,1e+06,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_3_2_3_0_1035.RDa",1035,0.5,0.5,1e+06,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_3_2_3_0_1036.RDa",1036,0.5,0.5,1e+06,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_3_2_3_0_1037.RDa",1037,0.5,0.5,1e+06,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_3_2_3_0_1038.RDa",1038,0.5,0.5,1e+06,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_3_2_3_0_1039.RDa",1039,0.5,0.5,1e+06,0.2,0.2,15,0.5,2,1000,1000,2
"article_1_3_2_3_1_1040.RDa",1040,0.5,0.5,1e+06,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_3_2_3_1_1041.RDa",1041,0.5,0.5,1e+06,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_3_2_3_1_1042.RDa",1042,0.5,0.5,1e+06,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_3_2_3_1_1043.RDa",1043,0.5,0.5,1e+06,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_3_2_3_1_1044.RDa",1044,0.5,0.5,1e+06,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_3_2_3_1_1045.RDa",1045,0.5,0.5,1e+06,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_3_2_3_1_1046.RDa",1046,0.5,0.5,1e+06,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_3_2_3_1_1047.RDa",1047,0.5,0.5,1e+06,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_3_2_3_1_1048.RDa",1048,0.5,0.5,1e+06,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_3_2_3_1_1049.RDa",1049,0.5,0.5,1e+06,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_3_2_3_1_1050.RDa",1050,0.5,0.5,1e+06,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_3_2_3_1_1051.RDa",1051,0.5,0.5,1e+06,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_3_2_3_1_1052.RDa",1052,0.5,0.5,1e+06,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_3_2_3_1_1053.RDa",1053,0.5,0.5,1e+06,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_3_2_3_1_1054.RDa",1054,0.5,0.5,1e+06,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_3_2_3_1_1055.RDa",1055,0.5,0.5,1e+06,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_3_2_3_1_1056.RDa",1056,0.5,0.5,1e+06,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_3_2_3_1_1057.RDa",1057,0.5,0.5,1e+06,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_3_2_3_1_1058.RDa",1058,0.5,0.5,1e+06,0.2,0.2,15,0.5,2,10000,1000,2
"article_1_3_2_3_1_1059.RDa",1059,0.5,0.5,1e+06,0.2,0.2,15,0.5,2,10000,1000,2
